"Story","Title","Result","Date","Stability","Duration (s)"
"Multi-actor scenarios","Todo List App supports multiple actors using separate browsers","SUCCESS","2023-12-18T22:13:26.907Z[Etc/UTC]","0.0","1.21"
"Multi-actor scenarios","Todo List App supports multiple actors using separate browsers","SUCCESS","2023-12-18T22:13:46.427Z[Etc/UTC]","0.0","1.56"
