"Story","Title","Result","Date","Stability","Duration (s)"
"Multi-actor scenarios","Todo List App supports multiple actors using separate browsers","SUCCESS","2022-12-19T22:02:31.491Z[Etc/UTC]","0.0","3.49"
"Recording items","Todo List App should allow me to add todo items","SUCCESS","2022-12-19T22:02:35.003Z[Etc/UTC]","0.0","1.01"
"Recording items","Todo List App should reflect the number of items left in the counter","SUCCESS","2022-12-19T22:02:36.861Z[Etc/UTC]","0.0","1.16"
